4
(name1)	(name2)	(file)	(line)
GetRoleText	GetRoleTextW		1
GetSaveFileName	GetSaveFileNameW		1
GetSaveFileNamePreview	GetSaveFileNamePreviewW		1
GetService	GetServiceW		1
GetServiceDisplayName	GetServiceDisplayNameW		1
GetServiceKeyName	GetServiceKeyNameW		1
GetShortPathName	GetShortPathNameW		1
GetStartupInfo	GetStartupInfoW		1
GetStateText	GetStateTextW		1
GetStringTypeEx	GetStringTypeExW		1
GetSystemDirectory	GetSystemDirectoryW		1
GetSystemWindowsDirectory	GetSystemWindowsDirectoryW		1
GetSystemWow64Directory	GetSystemWow64DirectoryW		1
GetTabbedTextExtent	GetTabbedTextExtentW		1
GetTempFileName	GetTempFileNameW		1
GetTempPath	GetTempPathW		1
GetTextExtentExPoint	GetTextExtentExPointW		1
GetTextExtentPoint	GetTextExtentPointW		1
GetTextExtentPoint32	GetTextExtentPoint32W		1
GetTextFace	GetTextFaceW		1
GetTextMetrics	GetTextMetricsW		1
GetTimeFormat	GetTimeFormatW		1
GetTypeByName	GetTypeByNameW		1
GetUrlCacheEntryInfo	GetUrlCacheEntryInfoW		1
GetUrlCacheEntryInfoEx	GetUrlCacheEntryInfoExW		1
GetUrlCacheGroupAttribute	GetUrlCacheGroupAttributeW		1
GetUserName	GetUserNameW		1
GetUserObjectInformation	GetUserObjectInformationW		1
GetUserProfileDirectory	GetUserProfileDirectoryW		1
GetVersionEx	GetVersionExW		1
GetVolumeInformation	GetVolumeInformationW		1
GetVolumeNameForVolumeMountPoint	GetVolumeNameForVolumeMountPointW		1
GetVolumePathName	GetVolumePathNameW		1
GetVolumePathNamesForVolumeName	GetVolumePathNamesForVolumeNameW		1
GetWindowLong	GetWindowLongW		1
GetWindowLongPtr	GetWindowLongW		1
GetWindowLongPtrA	GetWindowLongA		1
GetWindowLongPtrW	GetWindowLongW		1
GetWindowModuleFileName	GetWindowModuleFileNameW		1
GetWindowText	GetWindowTextW		1
GetWindowTextLength	GetWindowTextLengthW		1
GetWindowsDirectory	GetWindowsDirectoryW		1
GlobalAddAtom	GlobalAddAtomW		1
GlobalFindAtom	GlobalFindAtomW		1
GlobalGetAtomName	GlobalGetAtomNameW		1
GopherCreateLocator	GopherCreateLocatorW		1
GopherFindFirstFile	GopherFindFirstFileW		1
GopherGetAttribute	GopherGetAttributeW		1
GopherGetLocatorType	GopherGetLocatorTypeW		1
GopherOpenFile	GopherOpenFileW		1
GrayString	GrayStringW		1
HUGE_VAL	_HUGE		1
HiddenVolumeClassGuid	GUID_DEVINTERFACE_HIDDEN_VOLUME		1
HtmlHelp	HtmlHelpW		1
HttpAddRequestHeaders	HttpAddRequestHeadersW		1
HttpEndRequest	HttpEndRequestW		1
HttpOpenRequest	HttpOpenRequestW		1
HttpQueryInfo	HttpQueryInfoW		1
HttpSendRequest	HttpSendRequestW		1
HttpSendRequestEx	HttpSendRequestExW		1
IID_IEnumCATID	IID_IEnumGUID		1
IID_IEnumCLSID	IID_IEnumGUID		1
IID_IEnumMsoView	IID_IEnumOleDocumentViews		1
IID_IExtractIcon	IID_IExtractIconW		1
IID_IFileViewer	IID_IFileViewerW		1
IID_IHlinkSource	IID_IHlinkTarget		1
IID_IMsoCommandTarget	IID_IOleCommandTarget		1
IID_IMsoDocument	IID_IOleDocument		1
IID_IMsoDocumentSite	IID_IOleDocumentSite		1
IID_IMsoView	IID_IOleDocumentView		1
IID_INewShortcutHook	IID_INewShortcutHookW		1
IID_IOInet	IID_IInternet		1
IID_IOInetBindInfo	IID_IInternetBindInfo		1
IID_IOInetBindInfoEx	IID_IInternetBindInfoEx		1
IID_IOInetPriority	IID_IInternetPriority		1
IID_IOInetProtocol	IID_IInternetProtocol		1
IID_IOInetProtocolInfo	IID_IInternetProtocolInfo		1
IID_IOInetProtocolRoot	IID_IInternetProtocolRoot		1
IID_IOInetProtocolSink	IID_IInternetProtocolSink		1
IID_IOInetProtocolSinkStackable	IID_IInternetProtocolSinkStackable		1
IID_IOInetSession	IID_IInternetSession		1
IID_IOInetThreadSwitch	IID_IInternetThreadSwitch		1
IID_IShellCopyHook	IID_ICopyHookW		1
IID_IShellCopyHookA	IID_ICopyHookA		1
IID_IShellCopyHookW	IID_ICopyHookW		1
IID_IShellExecuteHook	IID_IShellExecuteHookW		1
IID_IShellLink	IID_IShellLinkW		1
IID_IUniformResourceLocator	IID_IUniformResourceLocatorW		1
IID_NULL	GUID_NULL		1
ILCloneChild	ILCloneFirst		1
ILCloneFull	ILClone		1
ILCreateFromPath	ILCreateFromPathW		1
I_RpcBindingInqDynamicEndpoint	I_RpcBindingInqDynamicEndpointW		1
I_RpcNsBindingSetEntryName	I_RpcNsBindingSetEntryNameW		1
I_RpcServerUnregisterEndpoint	I_RpcServerUnregisterEndpointW		1
I_RpcServerUseProtseq2	I_RpcServerUseProtseq2W		1
I_RpcServerUseProtseqEp2	I_RpcServerUseProtseqEp2W		1
ImageList_LoadImage	ImageList_LoadImageW		1
ImmConfigureIME	ImmConfigureIMEW		1
ImmEnumRegisterWord	ImmEnumRegisterWordW		1
ImmEscape	ImmEscapeW		1
ImmGetCandidateList	ImmGetCandidateListW		1
ImmGetCandidateListCount	ImmGetCandidateListCountW		1
ImmGetCompositionFont	ImmGetCompositionFontW		1
ImmGetCompositionString	ImmGetCompositionStringW		1
ImmGetConversionList	ImmGetConversionListW		1
ImmGetDescription	ImmGetDescriptionW		1
ImmGetGuideLine	ImmGetGuideLineW		1
ImmGetIMEFileName	ImmGetIMEFileNameW		1
ImmGetImeMenuItems	ImmGetImeMenuItemsW		1
ImmGetRegisterWordStyle	ImmGetRegisterWordStyleW		1
ImmInstallIME	ImmInstallIMEW		1
ImmIsUIMessage	ImmIsUIMessageW		1
ImmRegisterWord	ImmRegisterWordW		1
ImmSetCompositionFont	ImmSetCompositionFontW		1
ImmSetCompositionString	ImmSetCompositionStringW		1
ImmUnregisterWord	ImmUnregisterWordW		1
ImportSecurityContext	ImportSecurityContextW		1
InitSecurityInterface	InitSecurityInterfaceW		1
InitializeSecurityContext	InitializeSecurityContextW		1
InitiateShutdown	InitiateShutdownW		1
InitiateSystemShutdown	InitiateSystemShutdownW		1
InitiateSystemShutdownEx	InitiateSystemShutdownExW		1
InsertMenu	InsertMenuW		1
InsertMenuItem	InsertMenuItemW		1
InstallHinfSection	InstallHinfSectionW		1
InterlockedAnd16	_InterlockedAnd16		1
InterlockedBitTestAndReset	_interlockedbittestandreset		1
InterlockedBitTestAndSet	_interlockedbittestandset		1
InterlockedCompareExchange16	_InterlockedCompareExchange16		1
InterlockedCompareExchangeAcquire	InterlockedCompareExchange		1
InterlockedCompareExchangeRelease	InterlockedCompareExchange		1
InterlockedDecrementAcquire	InterlockedDecrement		1
InterlockedDecrementRelease	InterlockedDecrement		1
InterlockedIncrementAcquire	InterlockedIncrement		1
InterlockedIncrementRelease	InterlockedIncrement		1
InterlockedOr16	_InterlockedOr16		1
InternetCanonicalizeUrl	InternetCanonicalizeUrlW		1
InternetCheckConnection	InternetCheckConnectionW		1
InternetCombineUrl	InternetCombineUrlW		1
InternetConfirmZoneCrossing	InternetConfirmZoneCrossingW		1
InternetConnect	InternetConnectW		1
InternetCrackUrl	InternetCrackUrlW		1
InternetCreateUrl	InternetCreateUrlW		1
InternetDial	InternetDialW		1
InternetEnumPerSiteCookieDecision	InternetEnumPerSiteCookieDecisionW		1
InternetFindNextFile	InternetFindNextFileW		1
InternetGetConnectedStateEx	InternetGetConnectedStateExW		1
InternetGetCookie	InternetGetCookieW		1
InternetGetCookieEx	InternetGetCookieExW		1
InternetGetLastResponseInfo	InternetGetLastResponseInfoW		1
InternetGetPerSiteCookieDecision	InternetGetPerSiteCookieDecisionW		1
InternetGoOnline	InternetGoOnlineW		1
InternetOpen	InternetOpenW		1
InternetOpenUrl	InternetOpenUrlW		1
InternetQueryOption	InternetQueryOptionW		1
InternetReadFileEx	InternetReadFileExW		1
InternetSetCookie	InternetSetCookieW		1
InternetSetCookieEx	InternetSetCookieExW		1
InternetSetDialState	InternetSetDialStateW		1
InternetSetOption	InternetSetOptionW		1
InternetSetOptionEx	InternetSetOptionExW		1
InternetSetPerSiteCookieDecision	InternetSetPerSiteCookieDecisionW		1
InternetSetStatusCallback	InternetSetStatusCallbackW		1
InternetTimeFromSystemTime	InternetTimeFromSystemTimeW		1
InternetTimeToSystemTime	InternetTimeToSystemTimeW		1
IsBadStringPtr	IsBadStringPtrW		1
IsCharAlpha	IsCharAlphaW		1
IsCharAlphaNumeric	IsCharAlphaNumericW		1
IsCharLower	IsCharLowerW		1
IsCharUpper	IsCharUpperW		1
IsDialogMessage	IsDialogMessageW		1
IsLFNDrive	IsLFNDriveW		1
IsLoggingEnabled	IsLoggingEnabledW		1
LCMapString	LCMapStringW		1
LZOpenFile	LZOpenFileW		1
LoadAccelerators	LoadAcceleratorsW		1
LoadBitmap	LoadBitmapW		1
LoadCursor	LoadCursorW		1
LoadCursorFromFile	LoadCursorFromFileW		1
LoadIcon	LoadIconW		1
LoadImage	LoadImageW		1
LoadKeyboardLayout	LoadKeyboardLayoutW		1
LoadLibrary	LoadLibraryW		1
LoadLibraryEx	LoadLibraryExW		1
LoadMenu	LoadMenuW		1
LoadMenuIndirect	LoadMenuIndirectW		1
LoadString	LoadStringW		1
LoadUserProfile	LoadUserProfileW		1
LogonUser	LogonUserW		1
LogonUserEx	LogonUserExW		1
LookupAccountName	LookupAccountNameW		1
LookupAccountNameLocal	LookupAccountNameLocalW		1
LookupAccountSid	LookupAccountSidW		1
LookupAccountSidLocal	LookupAccountSidLocalW		1
LookupPrivilegeDisplayName	LookupPrivilegeDisplayNameW		1
LookupPrivilegeName	LookupPrivilegeNameW		1
LookupPrivilegeValue	LookupPrivilegeValueW		1
MCIWndCreate	MCIWndCreateW		1
MCIWndSM	SendMessageW		1
MapFileAndCheckSum	MapFileAndCheckSumW		1
MapVirtualKey	MapVirtualKeyW		1
MapVirtualKeyEx	MapVirtualKeyExW		1
MediumChangerClassGuid	GUID_DEVINTERFACE_MEDIUMCHANGER		1
MessageBox	MessageBoxW		1
MessageBoxEx	MessageBoxExW		1
MessageBoxIndirect	MessageBoxIndirectW		1
ModifyMenu	ModifyMenuW		1
Module32First	Module32FirstW		1
Module32Next	Module32NextW		1
MoveFile	MoveFileW		1
MoveFileEx	MoveFileExW		1
MoveFileWithProgress	MoveFileWithProgressW		1
MsiAdvertiseProduct	MsiAdvertiseProductW		1
MsiAdvertiseProductEx	MsiAdvertiseProductExW		1
MsiAdvertiseScript	MsiAdvertiseScriptW		1
MsiApplyPatch	MsiApplyPatchW		1
MsiCollectUserInfo	MsiCollectUserInfoW		1
MsiConfigureFeature	MsiConfigureFeatureW		1
MsiConfigureProduct	MsiConfigureProductW		1
MsiConfigureProductEx	MsiConfigureProductExW		1
MsiEnableLog	MsiEnableLogW		1
MsiEnumClients	MsiEnumClientsW		1
MsiEnumComponentQualifiers	MsiEnumComponentQualifiersW		1
MsiEnumComponents	MsiEnumComponentsW		1
MsiEnumFeatures	MsiEnumFeaturesW		1
MsiEnumPatches	MsiEnumPatchesW		1
MsiEnumProducts	MsiEnumProductsW		1
MsiEnumRelatedProducts	MsiEnumRelatedProductsW		1
MsiGetComponentPath	MsiGetComponentPathW		1
MsiGetFeatureInfo	MsiGetFeatureInfoW		1
MsiGetFeatureUsage	MsiGetFeatureUsageW		1
MsiGetFileHash	MsiGetFileHashW		1
MsiGetFileSignatureInformation	MsiGetFileSignatureInformationW		1
MsiGetFileVersion	MsiGetFileVersionW		1
MsiGetPatchInfo	MsiGetPatchInfoW		1
MsiGetProductCode	MsiGetProductCodeW		1
MsiGetProductInfo	MsiGetProductInfoW		1
MsiGetProductInfoFromScript	MsiGetProductInfoFromScriptW		1
MsiGetProductProperty	MsiGetProductPropertyW		1
MsiGetShortcutTarget	MsiGetShortcutTargetW		1
MsiGetUserInfo	MsiGetUserInfoW		1
MsiInstallMissingComponent	MsiInstallMissingComponentW		1
MsiInstallMissingFile	MsiInstallMissingFileW		1
MsiInstallProduct	MsiInstallProductW		1
MsiIsProductElevated	MsiIsProductElevatedW		1
MsiLocateComponent	MsiLocateComponentW		1
MsiOpenPackage	MsiOpenPackageW		1
MsiOpenPackageEx	MsiOpenPackageExW		1
MsiOpenProduct	MsiOpenProductW		1
MsiProcessAdvertiseScript	MsiProcessAdvertiseScriptW		1
MsiProvideAssembly	MsiProvideAssemblyW		1
MsiProvideComponent	MsiProvideComponentW		1
MsiProvideQualifiedComponent	MsiProvideQualifiedComponentW		1
MsiProvideQualifiedComponentEx	MsiProvideQualifiedComponentExW		1
MsiQueryFeatureState	MsiQueryFeatureStateW		1
MsiQueryProductState	MsiQueryProductStateW		1
MsiReinstallFeature	MsiReinstallFeatureW		1
MsiReinstallProduct	MsiReinstallProductW		1
MsiSetExternalUI	MsiSetExternalUIW		1
MsiSourceListAddSource	MsiSourceListAddSourceW		1
MsiSourceListClearAll	MsiSourceListClearAllW		1
MsiSourceListForceResolution	MsiSourceListForceResolutionW		1
MsiUseFeature	MsiUseFeatureW		1
MsiUseFeatureEx	MsiUseFeatureExW		1
MsiVerifyPackage	MsiVerifyPackageW		1
MultinetGetConnectionPerformance	MultinetGetConnectionPerformanceW		1
OInetCombineUrl	CoInternetCombineUrl		1
OInetCompareUrl	CoInternetCompareUrl		1
OInetGetSession	CoInternetGetSession		1
OInetParseUrl	CoInternetParseUrl		1
OInetQueryInfo	CoInternetQueryInfo		1
ObjectCloseAuditAlarm	ObjectCloseAuditAlarmW		1
ObjectDeleteAuditAlarm	ObjectDeleteAuditAlarmW		1
ObjectOpenAuditAlarm	ObjectOpenAuditAlarmW		1
ObjectPrivilegeAuditAlarm	ObjectPrivilegeAuditAlarmW		1
OemToAnsi	OemToCharA		1
OemToAnsiBuff	OemToCharBuffA		1
OemToChar	OemToCharW		1
OemToCharBuff	OemToCharBuffW		1
OpenBackupEventLog	OpenBackupEventLogW		1
OpenDesktop	OpenDesktopW		1
OpenEncryptedFileRaw	OpenEncryptedFileRawW		1
OpenEvent	OpenEventW		1
OpenEventLog	OpenEventLogW		1
OpenFileMapping	OpenFileMappingW		1
OpenJobObject	OpenJobObjectW		1
OpenMutex	OpenMutexW		1
OpenPrinter	OpenPrinterW		1
OpenSCManager	OpenSCManagerW		1
OpenSemaphore	OpenSemaphoreW		1
OpenService	OpenServiceW		1
OpenWaitableTimer	OpenWaitableTimerW		1
OpenWindowStation	OpenWindowStationW		1
OutputDebugString	OutputDebugStringW		1
PSTMSG	PostMessageW		1
PageSetupDlg	PageSetupDlgW		1
ParseURL	ParseURLW		1
PartitionClassGuid	GUID_DEVINTERFACE_PARTITION		1
PathAddBackslash	PathAddBackslashW		1
PathAddExtension	PathAddExtensionW		1
PathAppend	PathAppendW		1
PathBuildRoot	PathBuildRootW		1
PathCanonicalize	PathCanonicalizeW		1
PathCombine	PathCombineW		1
PathCommonPrefix	PathCommonPrefixW		1
PathCompactPath	PathCompactPathW		1
PathCompactPathEx	PathCompactPathExW		1
PathCreateFromUrl	PathCreateFromUrlW		1
PathFileExists	PathFileExistsW		1
PathFindExtension	PathFindExtensionW		1
PathFindFileName	PathFindFileNameW		1
PathFindNextComponent	PathFindNextComponentW		1
PathFindOnPath	PathFindOnPathW		1
PathFindSuffixArray	PathFindSuffixArrayW		1
PathGetArgs	PathGetArgsW		1
PathGetCharType	PathGetCharTypeW		1
PathGetDriveNumber	PathGetDriveNumberW		1
PathIsContentType	PathIsContentTypeW		1
PathIsDirectory	PathIsDirectoryW		1
PathIsDirectoryEmpty	PathIsDirectoryEmptyW		1
PathIsFileSpec	PathIsFileSpecW		1
PathIsLFNFileSpec	PathIsLFNFileSpecW		1
PathIsNetworkPath	PathIsNetworkPathW		1
PathIsPrefix	PathIsPrefixW		1
PathIsRelative	PathIsRelativeW		1
PathIsRoot	PathIsRootW		1
PathIsSameRoot	PathIsSameRootW		1
PathIsSlow	PathIsSlowW		1
PathIsSystemFolder	PathIsSystemFolderW		1
PathIsUNC	PathIsUNCW		1
PathIsUNCServer	PathIsUNCServerW		1
PathIsUNCServerShare	PathIsUNCServerShareW		1
PathIsURL	PathIsURLW		1
PathMakePretty	PathMakePrettyW		1
PathMakeSystemFolder	PathMakeSystemFolderW		1
PathMatchSpec	PathMatchSpecW		1
PathParseIconLocation	PathParseIconLocationW		1
PathQuoteSpaces	PathQuoteSpacesW		1
PathRelativePathTo	PathRelativePathToW		1
PathRemoveArgs	PathRemoveArgsW		1
PathRemoveBackslash	PathRemoveBackslashW		1
PathRemoveBlanks	PathRemoveBlanksW		1
PathRemoveExtension	PathRemoveExtensionW		1
PathRemoveFileSpec	PathRemoveFileSpecW		1
PathRenameExtension	PathRenameExtensionW		1
PathSearchAndQualify	PathSearchAndQualifyW		1
PathSetDlgItemPath	PathSetDlgItemPathW		1
PathSkipRoot	PathSkipRootW		1
PathStripPath	PathStripPathW		1
PathStripToRoot	PathStripToRootW		1
PathUnExpandEnvStrings	PathUnExpandEnvStringsW		1
PathUndecorate	PathUndecorateW		1
PathUnmakeSystemFolder	PathUnmakeSystemFolderW		1
PathUnquoteSpaces	PathUnquoteSpacesW		1
PdhAddCounter	PdhAddCounterW		1
PdhBindInputDataSource	PdhBindInputDataSourceW		1
PdhBrowseCounters	PdhBrowseCountersW		1
PdhBrowseCountersH	PdhBrowseCountersHW		1
PdhConnectMachine	PdhConnectMachineW		1
PdhCreateSQLTables	PdhCreateSQLTablesW		1
PdhEnumLogSetNames	PdhEnumLogSetNamesW		1
PdhEnumMachines	PdhEnumMachinesW		1
PdhEnumMachinesH	PdhEnumMachinesHW		1
PdhEnumObjectItems	PdhEnumObjectItemsW		1
PdhEnumObjectItemsH	PdhEnumObjectItemsHW		1
PdhEnumObjects	PdhEnumObjectsW		1
PdhEnumObjectsH	PdhEnumObjectsHW		1
PdhExpandCounterPath	PdhExpandCounterPathW		1
PdhExpandWildCardPath	PdhExpandWildCardPathW		1
PdhExpandWildCardPathH	PdhExpandWildCardPathHW		1
PdhGetCounterInfo	PdhGetCounterInfoW		1
PdhGetDataSourceTimeRange	PdhGetDataSourceTimeRangeW		1
PdhGetDefaultPerfCounter	PdhGetDefaultPerfCounterW		1
PdhGetDefaultPerfCounterH	PdhGetDefaultPerfCounterHW		1
PdhGetDefaultPerfObject	PdhGetDefaultPerfObjectW		1
PdhGetDefaultPerfObjectH	PdhGetDefaultPerfObjectHW		1
PdhGetFormattedCounterArray	PdhGetFormattedCounterArrayW		1
PdhGetRawCounterArray	PdhGetRawCounterArrayW		1
PdhLookupPerfIndexByName	PdhLookupPerfIndexByNameW		1
PdhLookupPerfNameByIndex	PdhLookupPerfNameByIndexW		1
PdhMakeCounterPath	PdhMakeCounterPathW		1
PdhOpenLog	PdhOpenLogW		1
PdhOpenQuery	PdhOpenQueryW		1
PdhParseCounterPath	PdhParseCounterPathW		1
PdhParseInstanceName	PdhParseInstanceNameW		1
PdhSelectDataSource	PdhSelectDataSourceW		1
PdhUpdateLog	PdhUpdateLogW		1
PdhValidatePath	PdhValidatePathW		1
PdhVerifySQLDB	PdhVerifySQLDBW		1
PeekConsoleInput	PeekConsoleInputW		1
PeekMessage	PeekMessageW		1
PlaySound	PlaySoundW		1
PolyTextOut	PolyTextOutW		1
PostMessage	PostMessageW		1
PostThreadMessage	PostThreadMessageW		1
PrintDlg	PrintDlgW		1
PrintDlgEx	PrintDlgExW		1
PrinterMessageBox	PrinterMessageBoxW		1
PrivateExtractIcons	PrivateExtractIconsW		1
PrivilegedServiceAuditAlarm	PrivilegedServiceAuditAlarmW		1
Process32First	Process32FirstW		1
Process32Next	Process32NextW		1
PropertySheet	PropertySheetW		1
QueryContextAttributes	QueryContextAttributesW		1
QueryCredentialsAttributes	QueryCredentialsAttributesW		1
QueryDosDevice	QueryDosDeviceW		1
QuerySecurityPackageInfo	QuerySecurityPackageInfoW		1
QueryServiceConfig	QueryServiceConfigW		1
QueryServiceConfig2	QueryServiceConfig2W		1
QueryServiceLockStatus	QueryServiceLockStatusW		1
RasConnectionNotification	RasConnectionNotificationW		1
RasCreatePhonebookEntry	RasCreatePhonebookEntryW		1
RasDeleteEntry	RasDeleteEntryW		1
RasDeleteSubEntry	RasDeleteSubEntryW		1
RasDial	RasDialW		1
RasEditPhonebookEntry	RasEditPhonebookEntryW		1
RasEnumAutodialAddresses	RasEnumAutodialAddressesW		1
RasEnumConnections	RasEnumConnectionsW		1
RasEnumDevices	RasEnumDevicesW		1
RasEnumEntries	RasEnumEntriesW		1
RasFreeEapUserIdentity	RasFreeEapUserIdentityW		1
RasGetAutodialAddress	RasGetAutodialAddressW		1
RasGetAutodialEnable	RasGetAutodialEnableW		1
RasGetAutodialParam	RasGetAutodialParamW		1
RasGetConnectStatus	RasGetConnectStatusW		1
RasGetCountryInfo	RasGetCountryInfoW		1
RasGetCredentials	RasGetCredentialsW		1
RasGetCustomAuthData	RasGetCustomAuthDataW		1
RasGetEapUserData	RasGetEapUserDataW		1
RasGetEapUserIdentity	RasGetEapUserIdentityW		1
RasGetEntryDialParams	RasGetEntryDialParamsW		1
RasGetEntryProperties	RasGetEntryPropertiesW		1
RasGetErrorString	RasGetErrorStringW		1
RasGetProjectionInfo	RasGetProjectionInfoW		1
RasGetSubEntryHandle	RasGetSubEntryHandleW		1
RasGetSubEntryProperties	RasGetSubEntryPropertiesW		1
RasHangUp	RasHangUpW		1
RasRenameEntry	RasRenameEntryW		1
RasSetAutodialAddress	RasSetAutodialAddressW		1
RasSetAutodialEnable	RasSetAutodialEnableW		1
RasSetAutodialParam	RasSetAutodialParamW		1
RasSetCredentials	RasSetCredentialsW		1
RasSetCustomAuthData	RasSetCustomAuthDataW		1
RasSetEapUserData	RasSetEapUserDataW		1
RasSetEntryDialParams	RasSetEntryDialParamsW		1
RasSetEntryProperties	RasSetEntryPropertiesW		1
RasSetSubEntryProperties	RasSetSubEntryPropertiesW		1
RasValidateEntryName	RasValidateEntryNameW		1
ReadConsole	ReadConsoleW		1
ReadConsoleInput	ReadConsoleInputW		1
ReadConsoleOutput	ReadConsoleOutputW		1
ReadConsoleOutputCharacter	ReadConsoleOutputCharacterW		1
ReadEventLog	ReadEventLogW		1
ReadPMC	__readpmc		1
RealGetWindowClass	RealGetWindowClassW		1
RegConnectRegistry	RegConnectRegistryW		1
RegConnectRegistryEx	RegConnectRegistryExW		1
RegCreateKey	RegCreateKeyW		1
RegCreateKeyEx	RegCreateKeyExW		1
RegCreateKeyTransacted	RegCreateKeyTransactedW		1
RegDeleteKey	RegDeleteKeyW		1
RegDeleteKeyEx	RegDeleteKeyExW		1
RegDeleteKeyTransacted	RegDeleteKeyTransactedW		1
RegDeleteValue	RegDeleteValueW		1
RegEnumKey	RegEnumKeyW		1
RegEnumKeyEx	RegEnumKeyExW		1
RegEnumValue	RegEnumValueW		1
RegLoadKey	RegLoadKeyW		1
RegOpenKey	RegOpenKeyW		1
RegOpenKeyEx	RegOpenKeyExW		1
RegOpenKeyTransacted	RegOpenKeyTransactedW		1
RegQueryInfoKey	RegQueryInfoKeyW		1
RegQueryMultipleValues	RegQueryMultipleValuesW		1
RegQueryValue	RegQueryValueW		1
RegQueryValueEx	RegQueryValueExW		1
RegReplaceKey	RegReplaceKeyW		1
RegRestoreKey	RegRestoreKeyW		1
RegSaveKey	RegSaveKeyW		1
RegSaveKeyEx	RegSaveKeyExW		1
RegSetValue	RegSetValueW		1
RegSetValueEx	RegSetValueExW		1
RegUnLoadKey	RegUnLoadKeyW		1
RegisterClass	RegisterClassW		1
RegisterClassEx	RegisterClassExW		1
RegisterClipboardFormat	RegisterClipboardFormatW		1
RegisterDeviceNotification	RegisterDeviceNotificationW		1
RegisterEventSource	RegisterEventSourceW		1
RegisterServiceCtrlHandler	RegisterServiceCtrlHandlerW		1
RegisterServiceCtrlHandlerEx	RegisterServiceCtrlHandlerExW		1
RegisterWindowMessage	RegisterWindowMessageW		1
RemoveDirectory	RemoveDirectoryW		1
RemoveFontResource	RemoveFontResourceW		1
RemoveFontResourceEx	RemoveFontResourceExW		1
RemoveProp	RemovePropW		1
ReplaceFile	ReplaceFileW		1
ReplaceText	ReplaceTextW		1
ReportEvent	ReportEventW		1
ResetDC	ResetDCW		1
ResetPrinter	ResetPrinterW		1
RetrieveUrlCacheEntryFile	RetrieveUrlCacheEntryFileW		1
RetrieveUrlCacheEntryStream	RetrieveUrlCacheEntryStreamW		1
RotateLeft32	_rotl		1
RotateLeft64	_rotl64		1
RotateRight32	_rotr		1
RotateRight64	_rotr64		1
RpcBindingFromStringBinding	RpcBindingFromStringBindingW		1
RpcBindingInqAuthClient	RpcBindingInqAuthClientW		1
RpcBindingInqAuthClientEx	RpcBindingInqAuthClientExW		1
RpcBindingInqAuthInfo	RpcBindingInqAuthInfoW		1
RpcBindingInqAuthInfoEx	RpcBindingInqAuthInfoExW		1
RpcBindingSetAuthInfo	RpcBindingSetAuthInfoW		1
RpcBindingSetAuthInfoEx	RpcBindingSetAuthInfoExW		1
RpcBindingToStringBinding	RpcBindingToStringBindingW		1
RpcEpRegister	RpcEpRegisterW		1
RpcEpRegisterNoReplace	RpcEpRegisterNoReplaceW		1
RpcMgmtEpEltInqNext	RpcMgmtEpEltInqNextW		1
RpcMgmtInqServerPrincName	RpcMgmtInqServerPrincNameW		1
RpcNetworkInqProtseqs	RpcNetworkInqProtseqsW		1
RpcNetworkIsProtseqValid	RpcNetworkIsProtseqValidW		1
RpcNsBindingExport	RpcNsBindingExportW		1
RpcNsBindingExportPnP	RpcNsBindingExportPnPW		1
RpcNsBindingImportBegin	RpcNsBindingImportBeginW		1
RpcNsBindingInqEntryName	RpcNsBindingInqEntryNameW		1
RpcNsBindingLookupBegin	RpcNsBindingLookupBeginW		1
RpcNsBindingUnexport	RpcNsBindingUnexportW		1
RpcNsBindingUnexportPnP	RpcNsBindingUnexportPnPW		1
RpcNsEntryExpandName	RpcNsEntryExpandNameW		1
RpcNsEntryObjectInqBegin	RpcNsEntryObjectInqBeginW		1
RpcNsGroupDelete	RpcNsGroupDeleteW		1
RpcNsGroupMbrAdd	RpcNsGroupMbrAddW		1
RpcNsGroupMbrInqBegin	RpcNsGroupMbrInqBeginW		1
RpcNsGroupMbrInqNext	RpcNsGroupMbrInqNextW		1
RpcNsGroupMbrRemove	RpcNsGroupMbrRemoveW		1
RpcNsMgmtBindingUnexport	RpcNsMgmtBindingUnexportW		1
RpcNsMgmtEntryCreate	RpcNsMgmtEntryCreateW		1
RpcNsMgmtEntryDelete	RpcNsMgmtEntryDeleteW		1
RpcNsMgmtEntryInqIfIds	RpcNsMgmtEntryInqIfIdsW		1
RpcNsProfileDelete	RpcNsProfileDeleteW		1
RpcNsProfileEltAdd	RpcNsProfileEltAddW		1
RpcNsProfileEltInqBegin	RpcNsProfileEltInqBeginW		1
RpcNsProfileEltInqNext	RpcNsProfileEltInqNextW		1
RpcNsProfileEltRemove	RpcNsProfileEltRemoveW		1
RpcProtseqVectorFree	RpcProtseqVectorFreeW		1
RpcServerInqCallAttributes	RpcServerInqCallAttributesW		1
RpcServerInqDefaultPrincName	RpcServerInqDefaultPrincNameW		1
RpcServerRegisterAuthInfo	RpcServerRegisterAuthInfoW		1
RpcServerUseProtseq	RpcServerUseProtseqW		1
RpcServerUseProtseqEp	RpcServerUseProtseqEpW		1
RpcServerUseProtseqEpEx	RpcServerUseProtseqEpExW		1
RpcServerUseProtseqEx	RpcServerUseProtseqExW		1
RpcServerUseProtseqIf	RpcServerUseProtseqIfW		1
RpcServerUseProtseqIfEx	RpcServerUseProtseqIfExW		1
RpcStringBindingCompose	RpcStringBindingComposeW		1
RpcStringBindingParse	RpcStringBindingParseW		1
RpcStringFree	RpcStringFreeW		1
