4
(name1)	(name2)	(file)	(line)
RtlDecryptMemory	SystemFunction041		1
RtlEncryptMemory	SystemFunction040		1
RtlGenRandom	SystemFunction036		1
SCardAddReaderToGroup	SCardAddReaderToGroupW		1
SCardConnect	SCardConnectW		1
SCardForgetCardType	SCardForgetCardTypeW		1
SCardForgetReader	SCardForgetReaderW		1
SCardForgetReaderGroup	SCardForgetReaderGroupW		1
SCardGetCardTypeProviderName	SCardGetCardTypeProviderNameW		1
SCardGetProviderId	SCardGetProviderIdW		1
SCardGetReaderCapabilities	SCardGetAttrib		1
SCardGetStatusChange	SCardGetStatusChangeW		1
SCardIntroduceCardType	SCardIntroduceCardTypeW		1
SCardIntroduceReader	SCardIntroduceReaderW		1
SCardIntroduceReaderGroup	SCardIntroduceReaderGroupW		1
SCardListCardTypes	SCardListCardsW		1
SCardListCards	SCardListCardsW		1
SCardListInterfaces	SCardListInterfacesW		1
SCardListReaderGroups	SCardListReaderGroupsW		1
SCardListReaders	SCardListReadersW		1
SCardLocateCards	SCardLocateCardsW		1
SCardLocateCardsByATR	SCardLocateCardsByATRW		1
SCardRemoveReaderFromGroup	SCardRemoveReaderFromGroupW		1
SCardSetCardTypeProviderName	SCardSetCardTypeProviderNameW		1
SCardSetReaderCapabilities	SCardSetAttrib		1
SCardStatus	SCardStatusW		1
SCardUIDlgSelectCard	SCardUIDlgSelectCardW		1
SHBrowseForFolder	SHBrowseForFolderW		1
SHCopyKey	SHCopyKeyW		1
SHCreateDirectoryEx	SHCreateDirectoryExW		1
SHCreateFileExtractIcon	SHCreateFileExtractIconW		1
SHCreateStreamOnFile	SHCreateStreamOnFileW		1
SHDefExtractIcon	SHDefExtractIconW		1
SHDeleteEmptyKey	SHDeleteEmptyKeyW		1
SHDeleteKey	SHDeleteKeyW		1
SHDeleteValue	SHDeleteValueW		1
SHEmptyRecycleBin	SHEmptyRecycleBinW		1
SHEnumKeyEx	SHEnumKeyExW		1
SHEnumValue	SHEnumValueW		1
SHFileOperation	SHFileOperationW		1
SHFormatDateTime	SHFormatDateTimeW		1
SHGetDataFromIDList	SHGetDataFromIDListW		1
SHGetDiskFreeSpace	SHGetDiskFreeSpaceExW		1
SHGetDiskFreeSpaceEx	SHGetDiskFreeSpaceExW		1
SHGetFileInfo	SHGetFileInfoW		1
SHGetFolderPath	SHGetFolderPathW		1
SHGetFolderPathAndSubDir	SHGetFolderPathAndSubDirW		1
SHGetIconOverlayIndex	SHGetIconOverlayIndexW		1
SHGetNewLinkInfo	SHGetNewLinkInfoW		1
SHGetPathFromIDList	SHGetPathFromIDListW		1
SHGetSpecialFolderPath	SHGetSpecialFolderPathW		1
SHGetValue	SHGetValueW		1
SHInvokePrinterCommand	SHInvokePrinterCommandW		1
SHMessageBoxCheck	SHMessageBoxCheckW		1
SHOpenPropSheet	SHOpenPropSheetW		1
SHOpenRegStream	SHOpenRegStream2W		1
SHOpenRegStream2	SHOpenRegStream2W		1
SHPathPrepareForWrite	SHPathPrepareForWriteW		1
SHQueryInfoKey	SHQueryInfoKeyW		1
SHQueryRecycleBin	SHQueryRecycleBinW		1
SHQueryValueEx	SHQueryValueExW		1
SHRegCreateUSKey	SHRegCreateUSKeyW		1
SHRegDeleteEmptyUSKey	SHRegDeleteEmptyUSKeyW		1
SHRegDeleteUSValue	SHRegDeleteUSValueW		1
SHRegEnumUSKey	SHRegEnumUSKeyW		1
SHRegEnumUSValue	SHRegEnumUSValueW		1
SHRegGetBoolUSValue	SHRegGetBoolUSValueW		1
SHRegGetInt	SHRegGetIntW		1
SHRegGetPath	SHRegGetPathW		1
SHRegGetUSValue	SHRegGetUSValueW		1
SHRegOpenUSKey	SHRegOpenUSKeyW		1
SHRegQueryInfoUSKey	SHRegQueryInfoUSKeyW		1
SHRegQueryUSValue	SHRegQueryUSValueW		1
SHRegSetPath	SHRegSetPathW		1
SHRegSetUSValue	SHRegSetUSValueW		1
SHRegWriteUSValue	SHRegWriteUSValueW		1
SHSendMessageBroadcast	SHSendMessageBroadcastW		1
SHSetFolderPath	SHSetFolderPathW		1
SHSetValue	SHSetValueW		1
SHStartNetConnectionDialog	SHStartNetConnectionDialogW		1
SHStrDup	SHStrDupW		1
SHStripMneumonic	SHStripMneumonicW		1
SHUpdateImage	SHUpdateImageW		1
SID_CDWizardHost	IID_ICDBurnExt		1
SID_EnumerableView	IID_IEnumerableView		1
SID_IBindHost	IID_IBindHost		1
SID_LinkSite	IID_IShellLinkW		1
SID_PublishingWizard	CLSID_PublishingWizard		1
SID_SBandSite	IID_IBandSite		1
SID_SBindHost	IID_IBindHost		1
SID_SExplorerBrowserFrame	IID_ICommDlgBrowser		1
SID_SFolderView	IID_IFolderView		1
SID_SHlinkFrame	IID_IHlinkFrame		1
SID_SInternetExplorer	IID_IWebBrowserApp		1
SID_SInternetHostSecurityManager	IID_IInternetHostSecurityManager		1
SID_SInternetSecurityManager	IID_IInternetSecurityManager		1
SID_SNavigationPane	IID_INameSpaceTreeControl		1
SID_SNewMenuClient	IID_INewMenuClient		1
SID_SOleUndoManager	IID_IOleUndoManager		1
SID_SProfferService	IID_IProfferService		1
SID_SProgressUI	CLSID_ProgressDialog		1
SID_SProtectFocus	IID_IProtectFocus		1
SID_SShellBrowser	IID_IShellBrowser		1
SID_SShellDesktop	CLSID_ShellDesktop		1
SID_SUrlHistory	CLSID_CUrlHistory		1
SID_SWebBrowserApp	IID_IWebBrowserApp		1
SID_ShellFolderViewCB	IID_IShellFolderViewCB		1
SID_ShellTaskScheduler	IID_IShellTaskScheduler		1
SID_SkipHung	IID_IEnumVARIANT		1
SID_WebWizardHost	IID_IWebWizardExtension		1
SID_WizardSite	IID_IWizardSite		1
SNDMSG	SendMessageW		1
SaslEnumerateProfiles	SaslEnumerateProfilesW		1
SaslGetProfilePackage	SaslGetProfilePackageW		1
SaslIdentifyPackage	SaslIdentifyPackageW		1
SaslInitializeSecurityContext	SaslInitializeSecurityContextW		1
ScrollConsoleScreenBuffer	ScrollConsoleScreenBufferW		1
SearchPath	SearchPathW		1
SendDlgItemMessage	SendDlgItemMessageW		1
SendMessage	SendMessageW		1
SendMessageCallback	SendMessageCallbackW		1
SendMessageTimeout	SendMessageTimeoutW		1
SendNotifyMessage	SendNotifyMessageW		1
SetCalendarInfo	SetCalendarInfoW		1
SetClassLong	SetClassLongW		1
SetClassLongPtr	SetClassLongW		1
SetClassLongPtrA	SetClassLongA		1
SetClassLongPtrW	SetClassLongW		1
SetComputerName	SetComputerNameW		1
SetComputerNameEx	SetComputerNameExW		1
SetConsoleTitle	SetConsoleTitleW		1
SetContextAttributes	SetContextAttributesW		1
SetCurrentDirectory	SetCurrentDirectoryW		1
SetDefaultCommConfig	SetDefaultCommConfigW		1
SetDefaultPrinter	SetDefaultPrinterW		1
SetDlgItemText	SetDlgItemTextW		1
SetEnvironmentStrings	SetEnvironmentStringsW		1
SetEnvironmentVariable	SetEnvironmentVariableW		1
SetFileAttributes	SetFileAttributesW		1
SetFileSecurity	SetFileSecurityW		1
SetFileShortName	SetFileShortNameW		1
SetFirmwareEnvironmentVariable	SetFirmwareEnvironmentVariableW		1
SetForm	SetFormW		1
SetICMProfile	SetICMProfileW		1
SetJob	SetJobW		1
SetLocaleInfo	SetLocaleInfoW		1
SetMenuItemInfo	SetMenuItemInfoW		1
SetPort	SetPortW		1
SetPrinter	SetPrinterW		1
SetPrinterData	SetPrinterDataW		1
SetPrinterDataEx	SetPrinterDataExW		1
SetProp	SetPropW		1
SetService	SetServiceW		1
SetUrlCacheEntryGroup	SetUrlCacheEntryGroupW		1
SetUrlCacheEntryInfo	SetUrlCacheEntryInfoW		1
SetUrlCacheGroupAttribute	SetUrlCacheGroupAttributeW		1
SetUserObjectInformation	SetUserObjectInformationW		1
SetVolumeLabel	SetVolumeLabelW		1
SetVolumeMountPoint	SetVolumeMountPointW		1
SetWindowLong	SetWindowLongW		1
SetWindowLongPtr	SetWindowLongW		1
SetWindowLongPtrA	SetWindowLongA		1
SetWindowLongPtrW	SetWindowLongW		1
SetWindowText	SetWindowTextW		1
SetWindowsHook	SetWindowsHookW		1
SetWindowsHookEx	SetWindowsHookExW		1
SetupAddInstallSectionToDiskSpaceList	SetupAddInstallSectionToDiskSpaceListW		1
SetupAddSectionToDiskSpaceList	SetupAddSectionToDiskSpaceListW		1
SetupAddToDiskSpaceList	SetupAddToDiskSpaceListW		1
SetupAddToSourceList	SetupAddToSourceListW		1
SetupAdjustDiskSpaceList	SetupAdjustDiskSpaceListW		1
SetupBackupError	SetupBackupErrorW		1
SetupCommitFileQueue	SetupCommitFileQueueW		1
SetupCopyError	SetupCopyErrorW		1
SetupCopyOEMInf	SetupCopyOEMInfW		1
SetupCreateDiskSpaceList	SetupCreateDiskSpaceListW		1
SetupDecompressOrCopyFile	SetupDecompressOrCopyFileW		1
SetupDefaultQueueCallback	SetupDefaultQueueCallbackW		1
SetupDeleteError	SetupDeleteErrorW		1
SetupDiBuildClassInfoListEx	SetupDiBuildClassInfoListExW		1
SetupDiClassGuidsFromName	SetupDiClassGuidsFromNameW		1
SetupDiClassGuidsFromNameEx	SetupDiClassGuidsFromNameExW		1
SetupDiClassNameFromGuid	SetupDiClassNameFromGuidW		1
SetupDiClassNameFromGuidEx	SetupDiClassNameFromGuidExW		1
SetupDiCreateDevRegKey	SetupDiCreateDevRegKeyW		1
SetupDiCreateDeviceInfo	SetupDiCreateDeviceInfoW		1
SetupDiCreateDeviceInfoListEx	SetupDiCreateDeviceInfoListExW		1
SetupDiCreateDeviceInterface	SetupDiCreateDeviceInterfaceW		1
SetupDiCreateDeviceInterfaceRegKey	SetupDiCreateDeviceInterfaceRegKeyW		1
SetupDiCreateInterfaceDevice	SetupDiCreateDeviceInterfaceW		1
SetupDiCreateInterfaceDeviceA	SetupDiCreateDeviceInterfaceA		1
SetupDiCreateInterfaceDeviceRegKey	SetupDiCreateDeviceInterfaceRegKeyW		1
SetupDiCreateInterfaceDeviceRegKeyA	SetupDiCreateDeviceInterfaceRegKeyA		1
SetupDiCreateInterfaceDeviceRegKeyW	SetupDiCreateDeviceInterfaceRegKeyW		1
SetupDiCreateInterfaceDeviceW	SetupDiCreateDeviceInterfaceW		1
SetupDiDeleteInterfaceDeviceData	SetupDiDeleteDeviceInterfaceData		1
SetupDiDeleteInterfaceDeviceRegKey	SetupDiDeleteDeviceInterfaceRegKey		1
SetupDiEnumDriverInfo	SetupDiEnumDriverInfoW		1
SetupDiEnumInterfaceDevice	SetupDiEnumDeviceInterfaces		1
SetupDiGetActualSectionToInstall	SetupDiGetActualSectionToInstallW		1
SetupDiGetActualSectionToInstallEx	SetupDiGetActualSectionToInstallExW		1
SetupDiGetClassDescription	SetupDiGetClassDescriptionW		1
SetupDiGetClassDescriptionEx	SetupDiGetClassDescriptionExW		1
SetupDiGetClassDevPropertySheets	SetupDiGetClassDevPropertySheetsW		1
SetupDiGetClassDevs	SetupDiGetClassDevsW		1
SetupDiGetClassDevsEx	SetupDiGetClassDevsExW		1
SetupDiGetClassImageListEx	SetupDiGetClassImageListExW		1
SetupDiGetClassInstallParams	SetupDiGetClassInstallParamsW		1
SetupDiGetClassRegistryProperty	SetupDiGetClassRegistryPropertyW		1
SetupDiGetCustomDeviceProperty	SetupDiGetCustomDevicePropertyW		1
SetupDiGetDeviceInfoListDetail	SetupDiGetDeviceInfoListDetailW		1
SetupDiGetDeviceInstallParams	SetupDiGetDeviceInstallParamsW		1
SetupDiGetDeviceInstanceId	SetupDiGetDeviceInstanceIdW		1
SetupDiGetDeviceInterfaceDetail	SetupDiGetDeviceInterfaceDetailW		1
SetupDiGetDeviceRegistryProperty	SetupDiGetDeviceRegistryPropertyW		1
SetupDiGetDriverInfoDetail	SetupDiGetDriverInfoDetailW		1
SetupDiGetDriverInstallParams	SetupDiGetDriverInstallParamsW		1
SetupDiGetHwProfileFriendlyName	SetupDiGetHwProfileFriendlyNameW		1
SetupDiGetHwProfileFriendlyNameEx	SetupDiGetHwProfileFriendlyNameExW		1
SetupDiGetHwProfileListEx	SetupDiGetHwProfileListExW		1
SetupDiGetINFClass	SetupDiGetINFClassW		1
SetupDiGetInterfaceDeviceAlias	SetupDiGetDeviceInterfaceAlias		1
SetupDiGetInterfaceDeviceDetail	SetupDiGetDeviceInterfaceDetailW		1
SetupDiGetInterfaceDeviceDetailA	SetupDiGetDeviceInterfaceDetailA		1
SetupDiGetInterfaceDeviceDetailW	SetupDiGetDeviceInterfaceDetailW		1
SetupDiGetSelectedDriver	SetupDiGetSelectedDriverW		1
SetupDiInstallClass	SetupDiInstallClassW		1
SetupDiInstallClassEx	SetupDiInstallClassExW		1
SetupDiInstallInterfaceDevices	SetupDiInstallDeviceInterfaces		1
SetupDiOpenClassRegKeyEx	SetupDiOpenClassRegKeyExW		1
SetupDiOpenDeviceInfo	SetupDiOpenDeviceInfoW		1
SetupDiOpenDeviceInterface	SetupDiOpenDeviceInterfaceW		1
SetupDiOpenInterfaceDevice	SetupDiOpenDeviceInterfaceW		1
SetupDiOpenInterfaceDeviceA	SetupDiOpenDeviceInterfaceA		1
SetupDiOpenInterfaceDeviceRegKey	SetupDiOpenDeviceInterfaceRegKey		1
SetupDiOpenInterfaceDeviceW	SetupDiOpenDeviceInterfaceW		1
SetupDiRemoveInterfaceDevice	SetupDiRemoveDeviceInterface		1
SetupDiSetClassInstallParams	SetupDiSetClassInstallParamsW		1
SetupDiSetClassRegistryProperty	SetupDiSetClassRegistryPropertyW		1
SetupDiSetDeviceInstallParams	SetupDiSetDeviceInstallParamsW		1
SetupDiSetDeviceRegistryProperty	SetupDiSetDeviceRegistryPropertyW		1
SetupDiSetDriverInstallParams	SetupDiSetDriverInstallParamsW		1
SetupDiSetSelectedDriver	SetupDiSetSelectedDriverW		1
SetupDuplicateDiskSpaceList	SetupDuplicateDiskSpaceListW		1
SetupEnumInfSections	SetupEnumInfSectionsW		1
SetupFindFirstLine	SetupFindFirstLineW		1
SetupFindNextMatchLine	SetupFindNextMatchLineW		1
SetupFreeSourceList	SetupFreeSourceListW		1
SetupGetBackupInformation	SetupGetBackupInformationW		1
SetupGetFileCompressionInfo	SetupGetFileCompressionInfoW		1
SetupGetFileCompressionInfoEx	SetupGetFileCompressionInfoExW		1
SetupGetInfFileList	SetupGetInfFileListW		1
SetupGetInfInformation	SetupGetInfInformationW		1
SetupGetLineByIndex	SetupGetLineByIndexW		1
SetupGetLineCount	SetupGetLineCountW		1
SetupGetLineText	SetupGetLineTextW		1
SetupGetMultiSzField	SetupGetMultiSzFieldW		1
SetupGetSourceFileLocation	SetupGetSourceFileLocationW		1
SetupGetSourceFileSize	SetupGetSourceFileSizeW		1
SetupGetSourceInfo	SetupGetSourceInfoW		1
SetupGetStringField	SetupGetStringFieldW		1
SetupGetTargetPath	SetupGetTargetPathW		1
SetupInitializeFileLog	SetupInitializeFileLogW		1
SetupInstallFile	SetupInstallFileW		1
SetupInstallFileEx	SetupInstallFileExW		1
SetupInstallFilesFromInfSection	SetupInstallFilesFromInfSectionW		1
SetupInstallFromInfSection	SetupInstallFromInfSectionW		1
SetupInstallServicesFromInfSection	SetupInstallServicesFromInfSectionW		1
SetupInstallServicesFromInfSectionEx	SetupInstallServicesFromInfSectionExW		1
SetupIterateCabinet	SetupIterateCabinetW		1
SetupLogError	SetupLogErrorW		1
SetupLogFile	SetupLogFileW		1
SetupOpenAppendInfFile	SetupOpenAppendInfFileW		1
SetupOpenInfFile	SetupOpenInfFileW		1
SetupPrepareQueueForRestore	SetupPrepareQueueForRestoreW		1
SetupPromptForDisk	SetupPromptForDiskW		1
SetupQueryDrivesInDiskSpaceList	SetupQueryDrivesInDiskSpaceListW		1
SetupQueryFileLog	SetupQueryFileLogW		1
SetupQueryInfFileInformation	SetupQueryInfFileInformationW		1
SetupQueryInfOriginalFileInformation	SetupQueryInfOriginalFileInformationW		1
SetupQueryInfVersionInformation	SetupQueryInfVersionInformationW		1
SetupQuerySourceList	SetupQuerySourceListW		1
SetupQuerySpaceRequiredOnDrive	SetupQuerySpaceRequiredOnDriveW		1
SetupQueueCopy	SetupQueueCopyW		1
SetupQueueCopyIndirect	SetupQueueCopyIndirectW		1
SetupQueueCopySection	SetupQueueCopySectionW		1
SetupQueueDefaultCopy	SetupQueueDefaultCopyW		1
SetupQueueDelete	SetupQueueDeleteW		1
SetupQueueDeleteSection	SetupQueueDeleteSectionW		1
SetupQueueRename	SetupQueueRenameW		1
SetupQueueRenameSection	SetupQueueRenameSectionW		1
SetupRemoveFileLogEntry	SetupRemoveFileLogEntryW		1
SetupRemoveFromDiskSpaceList	SetupRemoveFromDiskSpaceListW		1
SetupRemoveFromSourceList	SetupRemoveFromSourceListW		1
SetupRemoveInstallSectionFromDiskSpaceList	SetupRemoveInstallSectionFromDiskSpaceListW		1
SetupRemoveSectionFromDiskSpaceList	SetupRemoveSectionFromDiskSpaceListW		1
SetupRenameError	SetupRenameErrorW		1
SetupScanFileQueue	SetupScanFileQueueW		1
SetupSetDirectoryId	SetupSetDirectoryIdW		1
SetupSetDirectoryIdEx	SetupSetDirectoryIdExW		1
SetupSetFileQueueAlternatePlatform	SetupSetFileQueueAlternatePlatformW		1
SetupSetPlatformPathOverride	SetupSetPlatformPathOverrideW		1
SetupSetSourceList	SetupSetSourceListW		1
SetupUninstallOEMInf	SetupUninstallOEMInfW		1
SetupVerifyInfFile	SetupVerifyInfFileW		1
ShellAbout	ShellAboutW		1
ShellExecute	ShellExecuteW		1
ShellExecuteEx	ShellExecuteExW		1
ShellMessageBox	ShellMessageBoxW		1
Shell_NotifyIcon	Shell_NotifyIconW		1
SspiPromptForCredentials	SspiPromptForCredentialsW		1
StartDoc	StartDocW		1
StartDocPrinter	StartDocPrinterW		1
StartService	StartServiceW		1
StartServiceCtrlDispatcher	StartServiceCtrlDispatcherW		1
StoragePortClassGuid	GUID_DEVINTERFACE_STORAGEPORT		1
StrCSpn	StrCSpnW		1
StrCSpnI	StrCSpnIW		1
StrCat	StrCatW		1
StrCatA	lstrcatA		1
StrCatBuff	StrCatBuffW		1
StrCatN	StrNCatW		1
StrChr	StrChrW		1
StrChrI	StrChrIW		1
StrCmp	StrCmpW		1
StrCmpA	lstrcmpA		1
StrCmpI	StrCmpIW		1
StrCmpIA	lstrcmpiA		1
StrCmpN	StrCmpNW		1
StrCmpNC	StrCmpNCW		1
StrCmpNI	StrCmpNIW		1
StrCmpNIC	StrCmpNICW		1
StrCpy	StrCpyW		1
StrCpyA	lstrcpyA		1
StrCpyN	StrCpyNW		1
StrCpyNA	lstrcpynA		1
StrDup	StrDupW		1
StrFormatByteSize	StrFormatByteSizeW		1
StrFormatByteSize64	StrFormatByteSizeW		1
StrFormatKBSize	StrFormatKBSizeW		1
StrFromTimeInterval	StrFromTimeIntervalW		1
StrIsIntlEqual	StrIsIntlEqualW		1
StrNCat	StrNCatW		1
StrNCmp	StrCmpNW		1
StrNCmpI	StrCmpNIW		1
StrNCpy	StrCpyNW		1
StrPBrk	StrPBrkW		1
StrRChr	StrRChrW		1
StrRChrI	StrRChrIW		1
StrRStrI	StrRStrIW		1
StrRetToBuf	StrRetToBufW		1
StrRetToStr	StrRetToStrW		1
StrSpn	StrSpnW		1
StrStr	StrStrW		1
StrStrI	StrStrIW		1
StrToInt	StrToIntW		1
StrToIntEx	StrToIntExW		1
StrToLong	StrToIntW		1
StrTrim	StrTrimW		1
SystemParametersInfo	SystemParametersInfoW		1
TOID_NULL	GUID_NULL		1
TabbedTextOut	TabbedTextOutW		1
TapeClassGuid	GUID_DEVINTERFACE_TAPE		1
TextOut	TextOutW		1
TranslateAccelerator	TranslateAcceleratorW		1
URLDownloadToCacheFile	URLDownloadToCacheFileW		1
URLDownloadToFile	URLDownloadToFileW		1
URLOpenBlockingStream	URLOpenBlockingStreamW		1
URLOpenPullStream	URLOpenPullStreamW		1
URLOpenStream	URLOpenStreamW		1
UnlockUrlCacheEntryFile	UnlockUrlCacheEntryFileW		1
UnregisterClass	UnregisterClassW		1
UpdateICMRegKey	UpdateICMRegKeyW		1
UpdateResource	UpdateResourceW		1
UrlApplyScheme	UrlApplySchemeW		1
UrlCanonicalize	UrlCanonicalizeW		1
UrlCombine	UrlCombineW		1
UrlCompare	UrlCompareW		1
UrlCreateFromPath	UrlCreateFromPathW		1
UrlEscape	UrlEscapeW		1
UrlFixup	UrlFixupW		1
UrlGetLocation	UrlGetLocationW		1
UrlGetPart	UrlGetPartW		1
UrlHash	UrlHashW		1
UrlIs	UrlIsW		1
UrlIsOpaque	UrlIsOpaqueW		1
UrlUnescape	UrlUnescapeW		1
UuidFromString	UuidFromStringW		1
UuidToString	UuidToStringW		1
VarBoolFromInt	VarBoolFromI4		1
VarBoolFromUint	VarBoolFromUI4		1
VarBstrFromInt	VarBstrFromI4		1
VarBstrFromUint	VarBstrFromUI4		1
VarCyFromInt	VarCyFromI4		1
VarCyFromUint	VarCyFromUI4		1
VarDateFromInt	VarDateFromI4		1
VarDateFromUint	VarDateFromUI4		1
VarDecFromInt	VarDecFromI4		1
VarDecFromUint	VarDecFromUI4		1
VarI1FromInt	VarI1FromI4		1
VarI1FromUint	VarI1FromUI4		1
VarI2FromInt	VarI2FromI4		1
VarI2FromUint	VarI2FromUI4		1
VarI4FromUint	VarI4FromUI4		1
VarI8FromInt	VarI8FromI4		1
VarI8FromUint	VarI8FromUI4		1
VarIntFromBool	VarI4FromBool		1
VarIntFromCy	VarI4FromCy		1
VarIntFromDate	VarI4FromDate		1
VarIntFromDec	VarI4FromDec		1
VarIntFromDisp	VarI4FromDisp		1
VarIntFromI1	VarI4FromI1		1
VarIntFromI2	VarI4FromI2		1
VarIntFromI8	VarI4FromI8		1
VarIntFromR4	VarI4FromR4		1
VarIntFromR8	VarI4FromR8		1
VarIntFromStr	VarI4FromStr		1
VarIntFromUI1	VarI4FromUI1		1
VarIntFromUI2	VarI4FromUI2		1
VarIntFromUI4	VarI4FromUI4		1
VarIntFromUI8	VarI4FromUI8		1
VarIntFromUint	VarI4FromUI4		1
VarR4FromInt	VarR4FromI4		1
VarR4FromUint	VarR4FromUI4		1
VarR8FromInt	VarR8FromI4		1
VarR8FromUint	VarR8FromUI4		1
VarUI1FromInt	VarUI1FromI4		1
VarUI1FromUint	VarUI1FromUI4		1
VarUI2FromInt	VarUI2FromI4		1
VarUI2FromUint	VarUI2FromUI4		1
VarUI4FromInt	VarUI4FromI4		1
VarUintFromBool	VarUI4FromBool		1
VarUintFromCy	VarUI4FromCy		1
VarUintFromDate	VarUI4FromDate		1
VarUintFromDec	VarUI4FromDec		1
VarUintFromDisp	VarUI4FromDisp		1
VarUintFromI1	VarUI4FromI1		1
VarUintFromI2	VarUI4FromI2		1
VarUintFromI4	VarUI4FromI4		1
VarUintFromI8	VarUI4FromI8		1
VarUintFromInt	VarUI4FromI4		1
VarUintFromR4	VarUI4FromR4		1
VarUintFromR8	VarUI4FromR8		1
VarUintFromStr	VarUI4FromStr		1
VarUintFromUI1	VarUI4FromUI1		1
VarUintFromUI2	VarUI4FromUI2		1
VarUintFromUI8	VarUI4FromUI8		1
VerFindFile	VerFindFileW		1
VerInstallFile	VerInstallFileW		1
VerLanguageName	VerLanguageNameW		1
VerQueryValue	VerQueryValueW		1
VerifyVersionInfo	VerifyVersionInfoW		1
VkKeyScan	VkKeyScanW		1
VkKeyScanEx	VkKeyScanExW		1
VolumeClassGuid	GUID_DEVINTERFACE_VOLUME		1
WNetAddConnection	WNetAddConnectionW		1
WNetAddConnection2	WNetAddConnection2W		1
WNetAddConnection3	WNetAddConnection3W		1
WNetCancelConnection	WNetCancelConnectionW		1
WNetCancelConnection2	WNetCancelConnection2W		1
WNetConnectionDialog1	WNetConnectionDialog1W		1
WNetDisconnectDialog1	WNetDisconnectDialog1W		1
WNetEnumResource	WNetEnumResourceW		1
WNetGetConnection	WNetGetConnectionW		1
WNetGetLastError	WNetGetLastErrorW		1
WNetGetNetworkInformation	WNetGetNetworkInformationW		1
WNetGetProviderName	WNetGetProviderNameW		1
WNetGetResourceInformation	WNetGetResourceInformationW		1
WNetGetResourceParent	WNetGetResourceParentW		1
WNetGetUniversalName	WNetGetUniversalNameW		1
WNetGetUser	WNetGetUserW		1
WNetOpenEnum	WNetOpenEnumW		1
WNetUseConnection	WNetUseConnectionW		1
WSAAddressToString	WSAAddressToStringW		1
WSAConnectByName	WSAConnectByNameW		1
WSADuplicateSocket	WSADuplicateSocketW		1
WSAEnumNameSpaceProviders	WSAEnumNameSpaceProvidersW		1
WSAEnumProtocols	WSAEnumProtocolsW		1
WSAGetServiceClassInfo	WSAGetServiceClassInfoW		1
WSAGetServiceClassNameByClassId	WSAGetServiceClassNameByClassIdW		1
WSAInstallServiceClass	WSAInstallServiceClassW		1
WSALookupServiceBegin	WSALookupServiceBeginW		1
WSALookupServiceNext	WSALookupServiceNextW		1
WSASetService	WSASetServiceW		1
WSASocket	WSASocketW		1
WSAStringToAddress	WSAStringToAddressW		1
WaitNamedPipe	WaitNamedPipeW		1
WinHelp	WinHelpW		1
WriteConsole	WriteConsoleW		1
WriteConsoleInput	WriteConsoleInputW		1
WriteConsoleOutput	WriteConsoleOutputW		1
WriteConsoleOutputCharacter	WriteConsoleOutputCharacterW		1
WriteOnceDiskClassGuid	GUID_DEVINTERFACE_WRITEONCEDISK		1
WritePrivateProfileSection	WritePrivateProfileSectionW		1
WritePrivateProfileString	WritePrivateProfileStringW		1
WritePrivateProfileStruct	WritePrivateProfileStructW		1
WriteProfileSection	WriteProfileSectionW		1
WriteProfileString	WriteProfileStringW		1
XcvData	XcvDataW		1
YieldProcessor	_mm_pause		1
__UA_WCSLEN	wcslen		1
__stat64	_stat64		1
_clear87	_clearfp		1
_fstat	_fstat64i32		1
_fstati64	_fstat64		1
_ftime	_ftime64		1
_ftime_s	_ftime64_s		1
_matherrl	_matherr		1
_stat	_stat64i32		1
_stati64	_stat64		1
_status87	_statusfp		1
_wfindfirst	_wfindfirst64i32		1
_wfindfirsti64	_wfindfirst64		1
_wfindnext	_wfindnext64i32		1
_wfindnexti64	_wfindnext64		1
_wgetdcwd_nolock	_wgetdcwd		1
_wstat	_wstat64i32		1
_wstati64	_wstat64		1
abnormal_termination	_abnormal_termination		1
acmDriverAdd	acmDriverAddW		1
acmDriverDetails	acmDriverDetailsW		1
acmFilterChoose	acmFilterChooseW		1
acmFilterDetails	acmFilterDetailsW		1
acmFilterEnum	acmFilterEnumW		1
acmFilterTagDetails	acmFilterTagDetailsW		1
acmFilterTagEnum	acmFilterTagEnumW		1
acmFormatChoose	acmFormatChooseW		1
acmFormatDetails	acmFormatDetailsW		1
acmFormatEnum	acmFormatEnumW		1
acmFormatTagDetails	acmFormatTagDetailsW		1
acmFormatTagEnum	acmFormatTagEnumW		1
auxGetDevCaps	auxGetDevCapsW		1
capCreateCaptureWindow	capCreateCaptureWindowW		1
capGetDriverDescription	capGetDriverDescriptionW		1
exception_code	_exception_code		1
joyGetDevCaps	joyGetDevCapsW		1
lstrcat	lstrcatW		1
lstrcmp	lstrcmpW		1
lstrcmpi	lstrcmpiW		1
lstrcpy	lstrcpyW		1
lstrcpyn	lstrcpynW		1
lstrlen	lstrlenW		1
mciGetDeviceID	mciGetDeviceIDW		1
mciGetDeviceIDFromElementID	mciGetDeviceIDFromElementIDW		1
mciGetErrorString	mciGetErrorStringW		1
mciSendCommand	mciSendCommandW		1
mciSendString	mciSendStringW		1
midiInGetDevCaps	midiInGetDevCapsW		1
midiInGetErrorText	midiInGetErrorTextW		1
midiOutGetDevCaps	midiOutGetDevCapsW		1
midiOutGetErrorText	midiOutGetErrorTextW		1
midl_user_allocate	MIDL_user_allocate		1
midl_user_free	MIDL_user_free		1
mixerGetControlDetails	mixerGetControlDetailsW		1
